;N;S;NC;ND;NH;NS;NNT;SC;SD;SH;SS;SNT
40230;T7532.82.J.KJT87;A84.AT4.K9742.A2;7.9;5.9;4.9;8.7;6.3;7.9;5.9;4.9;8.6;6.3
40231;J964.32.9876.K32;QT87.AQ9875.J2.J;1.3;2.0;5.7;5.2;2.0;1.3;2.1;5.6;5.3;2.0
40232;Q743.AQ74.KQ2.JT;98.92.J9843.K972;4.9;7.7;4.5;4.5;5.3;4.9;7.7;4.4;4.4;5.2
40233;A75.6.JT986.AT43;63.A54.AK73.J865;10.7;10.7;4.7;6.0;8.0;10.7;10.7;4.7;6.0;8.0
40234;J.T84.AQT742.AK6;T85.Q96.K985.753;3.8;8.4;3.8;2.5;4.9;3.8;8.5;3.8;2.5;5.1
40235;KJ5.8.KQ87642.86;T964.AK.J5.KJ732;6.9;8.8;3.5;6.8;5.8;7.0;8.8;3.5;6.8;5.8
40236;QT643.9.AJ96.A98;A9852.AKT6.Q8.62;7.4;9.1;7.5;11.5;9.6;7.4;9.0;7.6;11.5;9.6
40237;QJ65.86.AQJ4.J76;A32.AKT3.T72.K98;7.8;8.6;7.8;8.8;8.7;7.8;8.6;7.6;8.5;8.8
40238;J42.Q.AQ95.AQ876;QT3.T9432.83.K54;7.8;5.8;5.3;5.3;6.6;7.8;5.8;5.4;5.2;6.6
40239;T9764.A53.AK42.A;Q82.QJT97.Q86.T5;3.9;8.2;9.2;9.4;6.4;4.0;8.2;9.2;9.3;6.4
40240;A9543.872.KJ.AT3;KJ876.3.Q9763.Q2;4.0;8.3;3.1;10.1;6.1;4.1;8.3;3.1;10.2;6.1
40241;Q854.AT83.A4.AK5;72.KQ95.J92.JT76;8.1;5.1;9.2;6.1;8.0;8.0;5.2;9.2;6.3;7.9
40242;KT753.982.AT53.J;QJ6.QT3.J82.KQ97;4.6;5.9;5.3;7.2;6.7;4.5;6.0;5.2;7.1;6.6
40243;9874.43.K74.AQ94;AJT2.986.AT63.K2;7.3;7.6;5.7;8.9;7.3;7.3;7.7;5.7;8.9;7.3
40244;874.JT85432.Q7.K;J92.Q97.AT5.Q874;2.5;2.6;6.4;2.3;2.4;2.5;2.6;6.4;2.2;2.4
40245;T43.Q942.92.KT72;Q965.KJ8.AK73.93;5.3;4.8;6.4;6.3;5.6;5.3;4.8;6.4;6.3;5.6
40246;AK8.86432.9.QJ97;JT6543.Q5.J752.A;4.1;3.2;5.5;8.3;4.5;4.1;3.3;5.5;8.3;4.6
40247;KT4.T973.Q98.A64;.AK4.JT6532.J832;6.0;8.1;6.0;3.3;4.9;6.0;8.1;6.0;3.2;4.6
40248;T962.4.KJ8.KJ754;A754.9753.A6.AT3;9.8;6.1;5.5;9.5;7.6;9.8;6.1;5.5;9.5;7.6
40249;AJ52.KT7.A52.J98;QT7.A954.KQJ.AT4;9.4;9.6;10.4;10.2;10.5;9.5;9.8;10.6;10.3;10.6
40250;KQ6.KT8.J4.KT985;T.QJ6.KT7532.A32;8.4;8.3;6.3;5.0;6.7;8.4;8.3;6.2;4.8;6.5
40251;Q7.Q54.Q7.Q87543;KJ983.J87.J965.9;3.6;2.8;2.8;4.6;3.6;3.6;2.8;2.6;4.6;3.4
40252;J987.42.76.AK842;3.AKT63.KT852.J3;6.8;7.4;7.4;4.9;5.7;6.5;7.5;7.4;5.1;5.7
40253;97.8543.K8.AKJT6;AJT865.KJ6.AQ2.3;9.0;7.8;9.4;10.5;10.1;9.1;7.9;9.4;10.6;10.2
40254;3.J97632.72.KJT7;AKT86.54.J53.852;4.7;2.6;5.6;3.9;3.1;4.7;2.6;5.5;3.9;3.1
40255;KT943.632.96.KT8;J2.K9874.J853.64;1.5;2.2;4.1;4.1;2.0;1.5;2.1;4.1;4.0;2.0
40256;54.KT6542.Q42.64;AQ82.987.A653.QT;2.7;4.7;7.0;3.6;3.9;2.6;4.7;7.1;3.5;3.9
40257;A4.AK8753.T85.AT;T8632.Q64.7.QJ92;6.3;4.3;10.3;7.8;7.6;6.3;4.3;10.3;7.8;7.6
40258;J42.2.AJ96.KQ865;5.8754.QT8742.A3;7.7;10.4;2.5;2.5;2.9;7.8;10.4;2.5;2.5;2.9
40259;J.AT83.K65.KT652;KQT873..AQ4.AQ98;12.0;8.7;6.7;11.6;9.6;12.0;8.8;6.7;11.5;9.5
40260;AT832.QT942.6.AQ;KQJ76.753.K972.8;2.6;3.8;8.8;9.1;6.8;2.6;3.8;8.8;9.1;6.8
40261;AQJ8532.Q.AK98.4;7.8763.J732.J875;2.9;9.1;2.9;8.9;3.2;3.0;9.1;2.9;8.9;3.2
40262;QJ7.Q982.T72.J52;T93.AT74.85.AK94;6.1;3.4;6.8;4.2;4.4;6.1;3.4;6.8;4.2;4.4
40263;Q76.AKT64.QJ.K72;T4.875.A732.AJT3;9.4;7.7;9.8;6.6;9.3;9.4;7.6;10.0;6.5;8.8
40264;AKQJ932.8.T864.6;4.QJ5.9753.Q9532;2.7;4.1;1.1;7.5;3.0;2.8;5.0;1.2;7.5;3.2
40265;982.AQ976.K52.Q3;AJ64.KJ3.Q74.K97;5.3;6.2;8.7;7.7;8.4;5.4;6.2;8.8;8.0;8.4
40266;J83.T832.Q643.Q8;K76.KQ7.AK7.KT95;7.3;7.7;7.7;6.7;7.7;7.3;7.9;7.8;6.8;7.8
40267;A9753.T.85.KJ853;Q.AQJ65.AKQ76.94;9.8;10.1;8.9;8.1;8.4;9.3;9.8;8.8;8.0;8.3
40268;J854.6.QT764.876;3.8432.AJ832.JT9;0.2;7.3;0.3;0.3;0.2;0.2;7.3;0.3;0.3;0.2
40269;AQ98.KT3.6.AQT32;J2.62.KJT9752.J5;8.0;9.0;5.5;7.2;6.7;7.7;8.7;5.2;6.9;6.4
40270;JT2.K954.AJ97.QJ;Q87.T.Q863.98543;5.4;6.3;2.5;3.5;3.8;5.4;6.2;2.5;3.4;3.7
40271;A.A76.764.KT9532;7.KQ853.KT3.AQ87;11.5;5.7;11.0;4.2;11.0;11.8;5.9;11.1;4.2;11.2
40272;QJ82..J764.AK642;4.J9764.KT83.QJ5;7.8;8.4;4.1;4.3;5.5;7.8;8.4;4.1;4.3;5.5
40273;AJ.J85.KQ97542.K;Q84.9632.JT3.J64;2.0;7.9;3.4;2.4;3.2;2.0;7.9;3.5;2.4;3.2
40274;AK762.QJ9.AQ.AQJ;QJ9.86542.T74.96;6.1;6.2;9.6;9.6;8.9;5.8;5.9;9.2;9.4;8.7
40275;43.Q84.KQ5.Q7653;J2.AK653.AJ.AT82;10.0;6.2;9.9;6.0;7.8;10.0;6.2;9.9;6.0;7.8
40276;QJ9762.QJ..AKQJ7;T.K962.K743.8642;10.1;4.1;5.5;8.2;5.5;10.5;4.1;5.5;8.3;5.6
40277;A86.K87.95.KJ965;KQT5432.3.Q76.Q2;6.5;2.3;2.2;8.6;5.4;6.5;2.2;2.2;8.6;5.9
40278;532.KT9.KJ8.A972;KJ.J542.764.T853;5.8;3.1;5.0;2.7;3.6;5.8;3.1;5.0;2.6;3.6
40279;AQ2.A986.AK52.85;JT8765.K4.Q9.K97;7.5;9.1;8.4;10.9;9.7;7.7;9.2;8.3;11.1;10.1
40280;A7532.K973.KQT.5;J.A54.J976432.82;2.8;9.9;6.7;5.2;3.2;2.8;10.0;6.7;5.2;3.2
40281;7632.KJ2.AT2.T63;KJ9.AT765.543.K9;4.5;4.8;8.0;6.6;6.8;4.7;4.8;8.0;6.6;6.8
40282;.AQ.K753.AKJ9542;KQ9532.J82.9.QT3;11.1;5.7;5.3;7.7;9.5;11.1;5.6;5.3;7.5;9.2
40283;A76.85.7632.AKQ5;QJT9.AT.AJ9.T983;10.2;9.2;5.8;9.5;8.9;10.2;9.2;5.8;9.6;8.9
40284;KT7.Q76.AT653.43;AQ.J85.QJ92.QJ76;5.8;7.9;5.5;4.7;7.4;5.9;7.9;5.6;4.7;7.6
40285;T94.K84.AK8732.7;.AT.QT964.AKQ986;11.8;13.0;5.5;4.5;6.8;11.9;13.0;5.7;4.5;6.8
40286;A.J9.AK984.KJT75;K9432.AQT7.J.643;10.7;9.4;9.2;8.9;9.5;10.8;9.2;9.2;9.0;9.5
40287;J864.Q65.J7.AJ76;A72.K982.AK63.K3;8.2;8.0;9.1;8.9;8.6;8.1;7.9;9.1;8.8;8.4
40288;K865.KQT5.62.AT4;92.J3.KQ98.K9652;8.4;6.4;6.6;6.2;7.1;8.4;6.4;6.5;6.2;7.1
40289;J3.J765.T75.T842;AT.32.AQ84.AKJ93;8.1;7.0;4.8;4.0;6.6;8.1;6.9;4.8;4.0;6.6
40290;AKQ73.KQ763.86.4;T865.JT.QT42.KQT;3.6;6.0;7.4;8.3;7.0;3.7;6.1;7.3;8.3;7.5
40291;J97.JT54.AJT9.K2;AQ643.Q63.K6.T97;5.5;6.8;8.0;7.9;7.3;5.5;6.7;7.9;7.9;7.2
40292;T86.T875.QJ2.Q65;72.K6.K87643.A83;2.5;6.9;2.6;1.9;3.1;2.6;6.9;2.6;1.9;3.0
40293;Q84.98432.AK.A95;7653.AK7.J5432.J;5.0;7.7;8.9;7.9;6.1;4.8;7.6;8.8;7.7;6.0
40294;T9.J853.AJ87.982;85.A92.T9653.AKQ;5.3;7.9;6.5;4.0;5.3;5.3;7.9;6.3;4.0;5.3
40295;K98.Q92.AJT52.96;QJT5.T7.63.AQJ52;7.5;7.0;5.2;7.9;6.5;7.5;7.0;5.2;7.9;6.3
40296;954.AQ7.AJT.9832;AK762.KJ92.K63.6;6.7;8.0;10.3;10.9;8.1;6.6;8.0;10.3;10.9;8.1
40297;762.J4.AKQJ963.K;AKJ9.K863.87.872;4.1;10.5;5.7;8.0;6.6;4.2;10.6;5.7;8.2;6.6
40298;J654.K97.5.97653;AT87.AJT5.A83.K4;8.3;4.8;8.8;9.8;6.3;8.2;4.9;8.8;9.8;6.3
40299;KJT.J743.7.AK864;6532.KT86.AT.QT3;9.3;4.0;9.9;7.9;6.3;9.3;4.0;9.6;7.9;6.3
40300;AK9.9753.QT54.72;QJT543.A.8.QJ965;7.8;3.3;3.4;9.8;6.9;7.7;3.2;3.3;9.8;6.5
40301;53.Q862.J87.AT96;AJ42.K9.6532.754;4.3;3.8;3.8;3.2;3.6;4.3;4.0;3.9;3.3;3.6
40302;KQ6.KQ72..KQJ982;AJ853.953.Q52.T4;9.9;3.1;7.5;9.3;4.7;10.0;3.1;7.7;9.4;5.0
40303;6432.98532.532.5;A.A76.Q964.AQJ87;5.7;5.5;7.1;4.5;3.9;5.7;5.3;7.1;4.5;3.9
40304;QT83.KQ75.T6.KJ5;76.J9432.Q8.AQ97;6.3;2.3;7.7;3.6;3.8;6.4;2.3;7.7;3.6;3.8
40305;K54.T76.AT53.T87;96.J954.64.AJ654;5.6;2.6;4.0;2.6;3.4;5.6;2.5;3.9;2.6;3.1
40306;A8.KJ92.T6.KQ973;953.A83.Q542.JT8;8.6;5.4;7.9;4.0;5.4;8.6;5.4;8.0;4.0;5.4
40307;Q72.74.AQ874.432;A95.K5.963.AQ876;7.6;7.7;4.8;5.5;6.5;7.6;7.9;5.0;5.5;6.9
40308;Q95.84.J97.Q8742;AKJ3.A6.Q653.965;6.6;6.0;2.8;6.1;5.0;6.6;6.0;2.8;6.1;5.0
40309;8654.QJ.A86.AT76;KJ.KT875.K95.KQ4;9.8;7.8;10.2;7.7;8.8;9.8;7.8;10.2;7.7;8.8
40310;K862.KQJ873.8.KQ;QJT54.T65.KJ.543;2.2;1.9;8.4;8.0;3.9;2.2;1.9;8.3;7.9;3.9
40311;9.Q86.JT9762.T92;642.KT94.A54.863;1.4;6.8;4.4;1.3;1.4;1.4;6.8;4.4;1.3;1.4
40312;K64.AT542.AT.Q92;J95.J3.Q93.A7654;8.2;5.1;7.0;5.9;7.0;7.9;5.2;7.0;5.7;7.0
40313;QJ9.A94.87.K5432;K652.73.QT653.A9;6.4;7.4;4.6;7.1;5.5;6.4;7.4;4.6;7.1;5.5
40314;T4.Q843.AKJT43.J;KQJ532.J75.62.QT;2.1;6.8;5.9;7.3;3.2;2.1;6.8;5.9;7.4;3.2
40315;KT5.Q764.T42.K74;873.A85.9875.985;1.8;2.4;2.6;1.8;2.1;1.8;2.1;2.5;1.8;2.1
40316;73.J962.KJ42.QT8;T92.A73.Q85.A754;5.7;5.8;5.5;3.8;4.6;5.7;5.8;5.5;3.8;4.6
40317;86.Q87642.J73.42;KT73.95.K92.J963;1.4;1.4;4.3;1.7;1.4;1.5;1.4;4.2;1.8;1.5
40318;AJT.A97.JT2.KT93;953.J86.AQ864.J2;7.0;8.5;6.1;6.1;7.9;6.8;8.4;6.1;6.1;7.8
40319;532.Q976.T63.KJ6;T8.82.AJ9875.932;2.1;5.5;2.1;1.3;1.9;2.1;5.5;2.1;1.3;1.9
40320;A84.QJ.AKJ962.96;JT752.T96.T73.K3;3.0;7.6;3.7;7.0;5.6;3.0;7.7;3.7;7.0;5.8
40321;QT972.98.J96532.;54.AQJT64.4.JT82;2.1;4.6;6.1;4.5;2.1;2.0;4.6;6.1;4.4;2.2
40322;AQ653.64.KQ973.J;KT92.AKQ52.5.763;5.0;7.9;9.4;10.8;6.5;5.1;7.9;9.2;10.8;6.5
40323;AKJT932.9.KQ.985;876.A8.A73.QJ764;10.4;5.0;4.5;10.3;10.3;10.3;5.0;4.5;10.3;10.3
40324;T62.KT65.A973.A6;KQJ93..J65.KQ875;9.5;8.3;5.1;9.8;8.3;9.5;8.3;5.2;9.8;8.1
40325;AKJ765.A.984.AT7;932.Q872.AKT.Q96;8.6;8.9;7.5;11.3;10.8;8.5;8.8;7.6;11.3;10.8
40326;T9872.A2.KJ2.AT3;J3.983.QT974.J95;4.1;7.4;3.2;5.1;4.6;4.1;7.3;3.2;5.1;4.6
40327;KQ.T87.T73.KT875;A987.QJ6.Q6.A962;8.4;5.2;5.8;6.3;6.7;8.4;5.2;5.8;6.3;6.7
40328;J5432.752.432.T3;AKT.Q94.65.AK542;5.3;3.2;3.7;6.7;4.1;5.3;3.2;3.7;6.8;4.2
40329;AQJ75.54.9862.K4;K9.T763.5.Q98732;7.1;2.2;2.6;5.8;2.6;7.1;2.2;2.6;5.8;2.6
40330;KT763.76.QT9.KJ6;954.AKT5.J43.432;4.6;4.6;4.4;6.6;5.1;4.4;4.4;4.4;6.7;5.0
40331;AT.T843.T7.KJ832;Q8543.KJ9.A95.Q5;7.5;4.6;7.2;6.8;6.6;7.4;4.6;7.3;6.8;6.6
40332;QJT8.J94.J42.Q42;53.T75.965.T8765;1.8;0.1;0.0;1.5;0.1;1.8;0.1;0.0;1.5;0.1
40333;Q4.T43.843.QT532;9873.A97.K97.976;3.8;1.7;1.4;1.6;1.6;4.0;1.7;1.5;1.6;1.6
40334;2.K8643.653.9864;AKJ5.QT7.74.AQ53;8.0;4.8;8.0;5.1;5.8;8.0;4.8;8.1;5.2;5.8
40335;QT7.KJ753.T.K962;.T984.K952.AJT85;10.0;3.8;10.1;2.3;5.1;10.0;4.0;10.1;2.3;5.2
40336;AJ65.Q873.K2.Q74;942.K952.Q7.K932;6.1;3.4;6.7;6.3;5.1;6.0;3.4;6.7;6.0;5.1
40337;T83.K6.975.AJ864;Q76.AJ5.AJT8.732;7.5;6.8;5.1;5.7;6.5;7.5;6.8;5.2;5.8;6.5
40338;97653.J864.J96.T;AT82.K92.A752.K2;3.0;5.2;5.6;6.9;4.3;3.0;5.2;5.7;7.0;4.4
40339;K6.K54.T9863.932;J8532.Q.KJ75.754;1.5;5.7;1.5;4.2;1.7;1.5;5.7;1.5;4.2;1.7
40340;AQ3.AT95.87.9753;JT82.K6432.3.KT8;6.2;2.6;8.0;7.0;5.1;6.0;2.6;8.2;7.1;5.1
40341;A763.Q9854.95.84;T5.KT62.A7.AKJ63;9.1;4.7;10.3;6.1;7.7;9.1;4.7;10.3;6.1;7.7
40342;K3.AQT862.AT3.AJ;Q6.J75.9842.KT93;7.5;8.8;9.9;5.6;9.0;7.3;8.8;9.9;5.6;9.1
40343;84.AT96542.A2.92;KJ97.J.J84.AJT85;7.0;4.7;7.9;5.6;5.4;7.2;5.0;8.0;6.0;5.6
40344;A652.AKT64.A3.A6;QT84.J.QJ6.QT953;10.2;8.0;9.6;10.7;9.6;9.9;7.7;9.4;10.9;9.6
40345;T98764.K.K97.732;K5.QT863.Q63.KJ8;3.7;4.0;4.6;6.1;4.3;3.9;4.1;4.6;6.3;4.5
40346;AQJ9542.3.T764.K;76.J54.KJ32.A953;4.0;8.7;3.6;9.3;5.2;4.0;8.7;3.7;9.4;5.2
40347;QT8.K9865.K64.52;A65.AT32.2.AQT96;8.9;5.5;10.4;7.3;8.5;8.8;5.4;10.3;7.3;8.4
40348;J6.Q965.JT3.8642;K843.J8743.Q9.KJ;1.8;1.8;5.6;2.3;2.2;2.0;1.8;5.6;2.3;2.2
40349;AT98.QT843.876.5;643.K765.Q5.QT92;2.4;1.7;6.6;3.5;3.0;2.4;1.7;6.6;3.4;3.0
40350;AJ4.87.9864.AJ95;Q873..KQJ53.Q872;10.3;10.7;3.1;8.5;5.0;10.2;10.4;3.1;8.4;5.0
40351;KT4.3.KJ6542.JT4;J83.AKQT4.A.A973;10.4;10.0;9.5;8.9;9.7;10.2;9.8;9.7;8.7;9.9
40352;QJ.J9543.AK3.K62;65.AT7.9752.AQJ7;8.5;7.8;9.4;4.9;6.9;8.5;7.8;9.4;4.8;6.9
40353;JT985.Q2.AQ4.AQ4;K62.AJ64.K532.82;6.6;9.2;7.7;10.1;9.5;6.5;8.8;7.5;10.0;8.9
40354;AQ6.A872.A3.T765;K52.QT963.4.KQ84;10.5;5.2;10.8;7.8;7.3;10.7;5.2;10.8;7.8;7.3
40355;Q9853.Q62.73.Q92;A762.KT.QJ65.KJT;5.3;5.4;4.2;7.5;5.2;5.3;5.4;4.2;7.5;5.4
40356;J743.AQ3.K984.54;5.K9652.7.KJ8763;8.7;3.2;8.8;3.3;5.3;8.7;3.0;8.8;3.2;5.0
40357;AJT874.63.953.84;Q.T542.T8.KQJT63;5.8;1.6;1.7;5.0;2.1;5.8;1.6;1.7;5.0;2.1
40358;.KJ7.Q975432.Q97;AT752.QT963.8.JT;2.1;6.3;6.3;3.3;3.5;2.1;6.4;6.3;3.3;3.7
40359;8752.2.AJ52.JT96;KJ6.AK87543.4.75;4.7;3.7;7.6;5.7;4.4;4.7;3.7;7.7;5.7;4.4
40360;QJ85.A983.QJ.JT4;64.Q2.AT5432.K82;5.0;7.0;4.8;4.9;6.0;5.2;7.2;5.2;5.1;6.2
40361;K83.AT52.9763.82;A96.83.KJT42.QJ3;4.2;7.6;4.6;4.6;5.8;4.4;7.6;4.6;4.6;5.9
40362;KT2.AK63.AJT5.A2;Q7.J98.9642.K943;8.3;10.2;9.5;7.0;9.0;8.1;10.3;9.5;7.0;8.9
40363;AKJ2.742.986.865;T43.KJ6.AK2.AJ73;7.4;6.5;6.4;7.8;7.7;7.6;6.7;6.6;7.8;7.8
40364;Q63.93.A862.Q984;A9754.A87.T4.T65;4.9;3.6;3.0;6.2;3.7;4.9;3.6;2.9;6.3;3.7
40365;.AJ7.AKT83.JT932;T9653.9862.J9.A7;8.3;8.4;7.2;4.7;6.5;8.3;8.2;6.9;4.7;6.5
40366;8763.K864.A5.654;J.QT2.KJ843.AT73;6.5;7.2;6.9;4.5;4.9;6.6;7.2;6.9;4.5;4.9
40367;KJT.K53.JT763.93;98632.T982.2.J72;0.7;1.9;2.3;4.2;1.0;0.7;1.9;2.1;4.2;0.8
40368;T4.K9765.AT.K964;A93.Q3.973.AQJ85;10.3;4.6;8.4;4.4;7.9;10.3;4.5;8.5;4.4;7.9
40369;J86.Q6542.986.K7;AQT952.8.542.865;1.1;1.2;2.6;6.6;1.5;0.9;1.1;2.5;6.6;1.4
40370;Q6.872.AQ97.Q962;JT85.AKQJ4..KJT5;9.7;5.6;9.1;7.5;9.3;9.7;5.6;9.1;7.2;8.8
40371;KQ.964.K.AKJT954;A8652.8.T973.Q62;11.0;4.1;3.1;7.5;4.3;11.0;4.1;3.1;7.5;4.3
40372;J8.AJ98.87.A8653;AK5.T76.K92.QT97;9.2;5.4;7.6;5.3;7.2;9.0;5.4;7.7;5.1;7.1
40373;AJT942.J95.72.Q3;Q7.Q842.KQJT84.7;1.9;7.0;5.0;6.7;3.6;1.8;7.0;5.0;6.7;3.6
40374;T9874..AK9872.62;52.AK8642.T3.T87;3.3;6.8;5.1;5.5;3.8;3.3;6.8;5.1;5.5;3.8
40375;AQ98643.3.Q5.763;72.AK984.KJ94.94;5.2;6.5;7.0;8.9;6.1;5.2;6.5;7.0;8.9;6.1
40376;.AK63.965.AQT963;AJ864.QT42.82.KJ;11.0;5.8;10.9;6.9;8.3;11.0;5.8;10.9;6.9;8.3
40377;872.T72.T976.A82;KQ.AQ53.KQ8.KQJ9;8.4;8.3;8.2;5.7;7.8;8.4;8.5;8.2;5.7;7.8
40378;A3.QT543.A7.AQ72;T982.J87.QJ3.T94;7.0;4.8;8.0;5.8;7.1;7.0;4.7;8.1;5.7;7.0
40379;AQJ.KJ9.9.QJ9875;T874.T64.J.AK642;9.9;2.7;4.2;8.3;4.5;9.9;2.7;3.9;8.3;4.5
40380;KQ9863.K7.K98.T3;7.QT94.AT4.AJ862;8.6;7.2;7.4;8.3;7.7;8.6;7.4;7.5;8.5;8.1
40381;AQ8742.KT3.T7.Q4;3.Q87.QJ952.A986;6.2;7.8;6.0;6.9;6.7;6.1;7.8;6.1;6.9;6.3
40382;Q32.K5.7532.J543;JT.AQ9742.Q9.AQ2;6.4;4.7;7.6;3.8;6.5;6.3;4.7;7.6;3.8;6.5
40383;Q62.92.95.AKT532;AKT874.87543.K.J;7.2;2.0;5.4;9.5;2.9;7.4;2.2;6.4;9.8;3.4
40384;AQ6.KJ.AQ73.K876;T.Q73.J852.QJ942;10.1;9.6;5.7;5.3;8.8;9.9;9.6;5.5;4.9;8.5
40385;KQ2.K9865.K86.KJ;543.AQ43.J752.63;3.7;6.7;8.0;4.6;6.3;3.6;6.7;7.9;4.6;6.2
40386;Q8743.K.T3.A8432;J96.AJT95.Q7.QJ6;7.0;3.0;5.7;7.4;4.4;7.0;3.0;5.7;7.3;4.4
40387;J6.AQT63.87542.J;975.984.QJ96.843;0.7;6.1;5.3;0.8;0.9;0.7;6.1;5.3;0.8;0.9
40388;73.KT.AK87632.QJ;KJT5.QJ76.95.T53;4.9;7.5;6.2;5.8;6.9;5.0;7.7;6.2;5.9;6.9
40389;KJ96.64.J532.743;Q84.AJ9752.8.852;1.0;1.3;5.4;4.1;1.5;1.0;1.2;5.4;4.1;1.3
40390;KQ865.AQ84.93.KJ;T4.JT75.T6.QT732;6.6;3.1;7.7;6.3;4.7;6.5;3.0;7.6;6.1;4.7
40391;Q6.A9762.Q843.83;KJ843.T.J92.A974;4.9;6.0;4.8;6.0;4.7;4.9;6.0;4.8;6.0;4.7
40392;A76.KT9875.32.75;KT85.Q.AQT84.AQ8;7.1;8.7;10.0;9.1;8.2;7.3;9.0;10.6;9.4;8.5
40393;T3.JT64.KJ76.K52;QJ8.Q983.T42.AT6;3.9;5.1;6.2;3.4;5.3;3.8;5.0;6.1;3.5;5.2
40394;J92.Q76.A942.KJ4;853.KJT92.KT76.T;3.0;6.7;6.8;4.0;5.3;2.9;6.7;6.8;4.0;5.1
40395;J72.AKJ73.K3.T92;AKT98.94.T84.853;4.9;4.2;7.1;8.2;6.4;4.9;4.2;7.1;8.2;6.4
40396;86.KQJ942.KQ73.J;AQ432..96542.AK9;6.0;11.2;9.7;9.6;8.9;6.1;11.3;9.8;9.7;9.4
40397;JT43.KJ975.AT94.;AQ65.Q.KQ.AJ8642;8.3;9.1;10.0;11.1;9.7;8.4;9.2;10.1;11.1;10.1
40398;93.K965.JT82.AQT;J764.8.A4.J87654;7.6;4.2;3.1;3.8;4.9;7.7;4.3;3.1;3.7;4.8
40399;K83.QT2.AQT73.65;QT9765.J76.52.92;1.7;4.9;2.2;6.8;2.8;1.7;5.0;2.3;6.8;2.8
40400;AQ983.AT82.6.965;654.73.KQ3.AJT82;8.4;4.9;6.0;7.8;7.6;8.3;4.9;6.1;7.8;7.6
40401;J9.AK53.J972.J98;AK752.T9.3.A6532;9.0;5.1;5.6;8.0;5.9;9.0;5.0;5.7;8.0;5.9
40402;KQ4.KT842.Q984.2;7652.J63.A5.KJT5;4.8;5.3;6.9;6.2;6.4;4.9;5.3;6.9;6.1;6.4
40403;AKJ2.AKQT2.AJ.A6;Q73.643.K63.QT43;10.3;9.0;11.9;12.1;12.1;10.3;9.0;12.0;12.0;12.1
40404;976.J973.K7.AQT7;AK8.KQ6.AJ85.K53;10.5;9.1;10.9;9.4;11.2;10.5;9.1;11.0;9.4;11.3
40405;KJ98754.AK..AQT7;Q.T74.AQT752.K64;11.5;9.7;7.8;11.9;11.4;11.9;9.7;7.8;11.9;12.0
40406;6.865.J9632.K654;8432.KT93.AT54.8;1.8;7.0;3.3;1.6;2.1;1.7;7.0;3.3;1.6;2.1
40407;983.AQT9.AQ7.AK8;J2.7432.9543.Q75;6.1;7.2;8.4;5.3;6.5;6.1;6.9;8.4;5.2;6.4
40408;K6.J963.862.AT76;QT7.AK7.AT73.Q54;8.1;8.1;8.2;6.5;8.2;8.3;8.0;8.2;6.5;8.2
40409;A8.QT97.KQ52.J86;T3.K643.JT3.KQT4;7.1;7.2;8.4;4.4;5.9;7.1;7.2;8.4;4.4;5.9
40410;842.AKJ985.73.97;JT93.63.K54.JT65;2.6;1.7;5.5;3.4;3.4;2.5;1.7;5.5;3.4;3.4
40411;82.T7642.AKQJ3.6;AT.AQJ9.8754.T97;3.4;10.9;10.8;3.4;7.2;3.4;10.8;10.9;3.4;7.2
40412;853..K9742.AJ632;642.A9852.Q.9754;7.2;4.6;3.5;2.8;3.2;7.2;4.6;3.5;2.8;3.2
40413;JT95.A32.Q983.93;73.KQ854.AKT.642;3.8;7.5;7.8;5.3;5.1;3.9;7.5;7.8;5.1;5.1
40414;432.T965.QT753.A;A7..AK862.KQT732;11.1;13.0;3.8;4.7;7.6;11.1;13.0;3.8;4.7;7.6
40415;T974.T987.J83.J3;AJ63.QJ43.K7652.;0.9;5.7;5.8;6.2;1.5;0.9;5.7;5.8;6.1;1.5
40416;KT87.T875.T73.75;A4.KQ6.AKQ6.JT94;7.1;8.2;8.5;7.2;7.6;7.1;8.4;8.5;7.3;7.6
40417;.KJ843.KQ64.A965;AJ9.6.T982.J8732;9.4;8.9;6.1;3.6;5.8;9.4;8.8;6.1;3.5;5.8
40418;872.73.AJ85.QT85;J43.Q85.Q7632.74;2.2;5.2;1.0;1.3;1.8;2.2;5.2;1.0;1.3;1.8
40419;73.Q9763.85.AKQT;QJ.AT842.QJ6.J64;7.4;3.5;8.2;3.0;4.8;7.4;3.8;8.2;3.0;4.8
40420;T8.T9543.942.AQ9;AKJ76542.Q.87.K7;3.9;3.4;5.0;9.7;5.2;3.9;3.4;5.0;9.7;5.2
40421;5.8543.AK532.J42;T93.AJ976.Q.9853;2.9;5.4;7.6;2.2;2.8;2.9;5.4;7.6;2.3;2.8
40422;J8754.KQ.QJ8753.;A.JT95.6.AKT9632;9.2;6.9;6.4;6.1;6.2;9.2;6.9;6.4;6.2;6.3
40423;KQ842.72.QJ7.A32;J.AKJ.AT63.Q7654;10.0;9.6;7.5;9.0;9.6;10.0;9.7;7.7;8.9;9.8
40424;AQ84.K752.AKT5.J;T653.A3.9.KT9652;9.8;7.4;7.9;10.4;7.6;9.6;7.3;7.8;10.4;7.6
40425;8753.KT73.4.8632;AQ62.QJ84.K93.AK;6.1;4.0;8.8;8.9;6.4;6.4;4.4;8.8;8.9;6.6
